Class,Subject,Chapter,Topic,Total Questions,Total Answers
"class-6","বিজ্ঞান","অধ্যায়-১৪ঃ পরিবেশের ভারসাম্য এবং আমাদের জীবন","পার্ট ৫-৬ পরিবেশের ভারসাম্য",11,11
"class-6","বিজ্ঞান","অধ্যায়-১৪ঃ পরিবেশের ভারসাম্য এবং আমাদের জীবন","পার্ট ৭-৮পরিবেশের উপাদানগুলোর আন্তঃসম্পর্ক এবং পারস্পরিক নির্ভরশীলতা",13,13
"class-6","বিজ্ঞান","অধ্যায়-১৪ঃ পরিবেশের ভারসাম্য এবং আমাদের জীবন","পার্ট ৯-১০ পরিবেশের বিভিন্ন উপাদান সংরক্ষণের কৌশল",7,7
"class-6","বিজ্ঞান","অধ্যায়-১৪ঃ পরিবেশের ভারসাম্য এবং আমাদের জীবন","পার্ট-১ প্রাকৃতিক পরিবেশ",13,13
"class-6","বিজ্ঞান","অধ্যায়-১৪ঃ পরিবেশের ভারসাম্য এবং আমাদের জীবন","পার্ট-২ পরিবেশের উপাদান",11,11
"class-6","বিজ্ঞান","অধ্যায়-১৪ঃ পরিবেশের ভারসাম্য এবং আমাদের জীবন","CQ",35,35
"class-6","বিজ্ঞান","অধ্যায়-১৪ঃ পরিবেশের ভারসাম্য এবং আমাদের জীবন","MCQ",280,280
"class-6","বিজ্ঞান","অধ্যায়-১৪ঃ পরিবেশের ভারসাম্য এবং আমাদের জীবন","সংক্ষিপ্ত",18,18
"class-6","শারীরিক শিক্ষা ও স্বাস্থ্য","আমাদের জীবনে বয়ঃসন্ধিকাল","MCQ",119,119
"class-6","শারীরিক শিক্ষা ও স্বাস্থ্য","জীবনের জন্য খেলাধুলা","MCQ",48,48
"class-6","শারীরিক শিক্ষা ও স্বাস্থ্য","শরীরচর্চা ও সুস্থজীবন","MCQ",160,160
"class-6","শারীরিক শিক্ষা ও স্বাস্থ্য","শরীরচর্চা ও সুস্থজীবন","সংক্ষিপ্ত",35,35
"class-6","শারীরিক শিক্ষা ও স্বাস্থ্য","স্কাউটিং ও গার্ল গাইডিং","MCQ",89,89
"class-6","শারীরিক শিক্ষা ও স্বাস্থ্য","স্বাস্থযবিজ্ঞান পরিচিতি ও স্বাস্থ্যসেবা","MCQ",58,58
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০১_ স্রষ্টা ও সৃষ্টি","CQ",5,5
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০১_ স্রষ্টা ও সৃষ্টি","MCQ",107,107
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০১_ স্রষ্টা ও সৃষ্টি","সংক্ষিপ্ত",22,22
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০২_ ধর্মগ্রন্থ","CQ",3,3
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০২_ ধর্মগ্রন্থ","MCQ",124,124
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০২_ ধর্মগ্রন্থ","সংক্ষিপ্ত",50,50
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০৩_ হিন্দুধর্মের স্বরূপ ও বিশ্বাস","CQ",3,3
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০৩_ হিন্দুধর্মের স্বরূপ ও বিশ্বাস","MCQ",130,130
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০৩_ হিন্দুধর্মের স্বরূপ ও বিশ্বাস","সংক্ষিপ্ত",35,35
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০৪_ নিত্যকর্ম ও যোগাসন","CQ",3,3
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০৪_ নিত্যকর্ম ও যোগাসন","MCQ",117,117
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০৪_ নিত্যকর্ম ও যোগাসন","সংক্ষিপ্ত",30,30
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০৫_ দেব-দেবী ও পূজা-পার্বণ","CQ",3,3
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০৫_ দেব-দেবী ও পূজা-পার্বণ","MCQ",99,99
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০৫_ দেব-দেবী ও পূজা-পার্বণ","সংক্ষিপ্ত",33,33
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০৬_ ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা","CQ",4,4
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০৬_ ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা","MCQ",107,107
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০৬_ ধর্মীয় উপাখ্যানে নৈতিক শিক্ষা","সংক্ষিপ্ত",45,45
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০৭_ আদর্শ জীবনচরিত","CQ",6,6
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০৭_ আদর্শ জীবনচরিত","MCQ",147,147
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০৭_ আদর্শ জীবনচরিত","সংক্ষিপ্ত",31,31
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০৮_ হিন্দুধর্ম ও নৈতিক মূল্যবোধ","CQ",7,7
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০৮_ হিন্দুধর্ম ও নৈতিক মূল্যবোধ","MCQ",156,156
"class-6","হিন্দুধর্ম শিক্ষা","অধ্যায়-০৮_ হিন্দুধর্ম ও নৈতিক মূল্যবোধ","সংক্ষিপ্ত",42,42
"class-7","English 1st Paper","Unit 1_ Attention, Please","MCQ",20,20
"class-7","English 1st Paper","Unit 1_ Attention, Please","সংক্ষিপ্ত",1,1
"class-7","English 1st Paper","Unit 1_ Attention, Please","Seen Passage 1",2,2
"class-7","English 1st Paper","Unit 2_ My Study Guide","MCQ",17,17
"class-7","English 1st Paper","Unit 2_ My Study Guide","সংক্ষিপ্ত",7,7
"class-7","English 1st Paper","Unit 3_ What are Friends for_","MCQ",37,37
"class-7","English 1st Paper","Unit 3_ What are Friends for_","সংক্ষিপ্ত",11,11
"class-7","English 1st Paper","Unit 3_ What are Friends for_","Broad Question",30,30
"class-7","English 1st Paper","Unit 4_ People Who Make a Difference","MCQ",23,23
"class-7","English 1st Paper","Unit 4_ People Who Make a Difference","সংক্ষিপ্ত",1,1
"class-7","English 1st Paper","Unit 4_ People Who Make a Difference","Broad Question",22,22
"class-7","English 1st Paper","Unit 5_ Great Women to Remember","MCQ",23,23
"class-7","English 1st Paper","Unit 5_ Great Women to Remember","সংক্ষিপ্ত",1,1
"class-7","English 1st Paper","Unit 6_ Leisure","MCQ",22,22
"class-7","English 1st Paper","Unit 7_ Games and Sports","MCQ",25,25
"class-7","English 1st Paper","Unit 7_ Games and Sports","সংক্ষিপ্ত",5,5
"class-7","English 1st Paper","Unit 8_ Likes and Dislikes","MCQ",24,24
"class-7","English 1st Paper","Unit 8_ Likes and Dislikes","সংক্ষিপ্ত",3,3
"class-7","English 1st Paper","Unit 8_ Likes and Dislikes","Seen Passage 1",3,3
"class-7","English 1st Paper","Unit 8_ Likes and Dislikes","Seen Passage 2",1,1
"class-7","English 1st Paper","Unit 9_ Climate Change","MCQ",134,134
"class-7","English 1st Paper","Unit 9_ Climate Change","Broad Question",9,9
"class-7","English 2nd Paper","Unit-01_ Grammar","Capitalization and Punctuation",74,74
"class-7","English 2nd Paper","Unit-01_ Grammar","Changing Sentence",66,66
"class-7","English 2nd Paper","Unit-01_ Grammar","Gap filling with clues",32,32
"class-7","English 2nd Paper","Unit-01_ Grammar","Gap filling without clues",95,95
"class-7","English 2nd Paper","Unit-01_ Grammar","Narration",57,57
"class-7","English 2nd Paper","Unit-01_ Grammar","Right forms of Verbs",94,94
"class-7","English 2nd Paper","Unit-01_ Grammar","Substitution table",51,51
"class-7","English 2nd Paper","Unit-01_ Grammar","CQ",303,303
"class-7","English 2nd Paper","Unit-01_ Grammar","Changing Sentence",25,25
"class-7","English 2nd Paper","Unit-01_ Grammar","Gap Filling",31,31
"class-7","English 2nd Paper","Unit-01_ Grammar","Narration",26,26
"class-7","English 2nd Paper","Unit-01_ Grammar","Punctuation",25,25
"class-7","English 2nd Paper","Unit-01_ Grammar","Right Forms of Verbs",34,34
"class-7","English 2nd Paper","Unit-01_ Grammar","Substitution Table",25,25
"class-7","English 2nd Paper","Unit-02_ Writing","Composition",77,77
"class-7","English 2nd Paper","Unit-02_ Writing","E-mail",36,36
"class-7","English 2nd Paper","Unit-02_ Writing","Letter Writing",62,62
"class-7","English 2nd Paper","Unit-02_ Writing","CQ",115,115
"class-7","English 2nd Paper","Unit-02_ Writing","Letter",40,40
"class-7","English 2nd Paper","Unit-02_ Writing","Short Composition",20,20
"class-7","ইসলাম শিক্ষা","অধ্যায়-০১_ আকাইদ","পাঠ ১ তাওহিদ",17,17
"class-7","ইসলাম শিক্ষা","অধ্যায়-০১_ আকাইদ","পাঠ ২ তাওহিদ ও নৈতিকতা",12,12
"class-7","ইসলাম শিক্ষা","অধ্যায়-০১_ আকাইদ","পাঠ ৩ কুফর",21,21
"class-7","ইসলাম শিক্ষা","অধ্যায়-০১_ আকাইদ","পাঠ ৪ শিরক",21,21
"class-7","ইসলাম শিক্ষা","অধ্যায়-০১_ আকাইদ","পাঠ ৫ ইমান মুফাস্সাল",25,25
"class-7","ইসলাম শিক্ষা","অধ্যায়-০১_ আকাইদ","পাঠ ৬ আল-আসমাউল হুসনা",20,20
